monthly_downloads,package,days_since_release,research
102698008,msal-extensions,313,"{'days_since_release': ""The latest version of msal-extensions (1.3.1) was released on March 14, 2025 [6a525e]. Given today's date is January 21, 2026, the number of days is calculated as follows: March 14 to March 31 (17) + April (30) + May (31) + June (30) + July (31) + August (31) + September (30) + October (31) + November (30) + December (31) + January 1-21 (21) = 313 days.""}"
136164572,threadpoolctl,314,"{'days_since_release': 'The last release date for threadpoolctl on PyPI was March 13, 2025 [66aa04]. Given the current date is January 21, 2026, the number of days since release is 314 days (293 days remaining in 2025 + 21 days in 2026).'}"
217966208,aiohappyeyeballs,315,"{'days_since_release': ""The last release of 'aiohappyeyeballs' on PyPI is version 2.6.1, which was released on March 12, 2025 [b83a52]. Calculated the number of days from March 12, 2025, to the current date of January 21, 2026: 19 days in March + 30 (Apr) + 31 (May) + 30 (Jun) + 31 (Jul) + 31 (Aug) + 30 (Sep) + 31 (Oct) + 30 (Nov) + 31 (Dec) + 21 (Jan 2026) = 315 days.""}"
106328137,tzlocal,322,"{'days_since_release': ""The latest release of 'tzlocal' on PyPI is version 5.3.1, which was released on 2025-03-05 [fafb96]. Given today's date of 2026-01-21, the number of days elapsed is 322 (301 days in 2025 after March 5, plus 21 days in 2026).""}"
101907474,jeepney,328,"{'days_since_release': 'The latest version of the jeepney package (0.9.0) was released on February 27, 2025 [e6ed5f]. Given the current date of January 21, 2026, the number of days since release is 328 days (307 days in 2025 + 21 days in 2026).'}"
157460031,decorator,332,"{'days_since_release': ""The last release of the decorator package (version 5.2.1) was on February 23, 2025, according to PyPI (https://pypi.org/project/decorator/). Given today's date is January 21, 2026, the number of days elapsed is calculated as 5 days in February + 31 in March + 30 in April + 31 in May + 30 in June + 31 in July + 31 in August + 30 in September + 31 in October + 30 in November + 31 in December + 21 in January = 332 days.""}"
65857603,pkginfo,336,"{'days_since_release': ""The latest release of 'pkginfo' on PyPI is version 1.12.1.2, which was released on February 19, 2025, as stated on its PyPI project page (https://pypi.org/project/pkginfo/). With today's date being January 21, 2026, the number of days since release is 336 (9 days in February + 31 Mar + 30 Apr + 31 May + 30 Jun + 31 Jul + 31 Aug + 30 Sep + 31 Oct + 30 Nov + 31 Dec + 21 Jan).""}"
84497576,babel,354,"{'days_since_release': ""The last release of the 'babel' package was version 2.17.0, released on February 1, 2025, according to PyPI [06d522]. With today's date being January 21, 2026, the number of days elapsed is 354 (334 days remaining in 2025 after February 1, plus 20 days in January 2026).""}"
58177583,hyperframe,364,"{'days_since_release': 'The latest version of the hyperframe package is 6.1.0, released on January 22, 2025 [180f97]. Given the current date is January 21, 2026, and 2025 was not a leap year, the duration is exactly one day short of a full year (365 - 1 = 364 days).'}"
57816130,hpack,364,"{'days_since_release': ""The latest release for hpack is version 4.1.0, which was published on January 22, 2025 (according to multiple search snippets from pypi.org). Given today's date of 2026-01-21, there are 9 days remaining in January 2025 (31-22), 28 days in Feb, 31 in Mar, 30 in Apr, 31 in May, 30 in Jun, 31 in Jul, 31 in Aug, 30 in Sep, 31 in Oct, 30 in Nov, 31 in Dec, and 21 days in Jan 2026. Summing these: 9 + 28 + 31 + 30 + 31 + 30 + 31 + 31 + 30 + 31 + 30 + 31 + 21 = 364 days. Note: 2025 was not a leap year.""}"
95470304,py4j,371,"{'days_since_release': ""The latest release for the py4j package was on January 15, 2025 [3ff262]. Given today's date of January 21, 2026, the time elapsed is one year (365 days) plus 6 days, totaling 371 days.""}"
87833940,importlib-resources,383,"{'days_since_release': 'The last release of importlib-resources (version 6.5.2) was on January 3, 2025 [e3a0b4]. Calculating from that date to the current date of January 21, 2026: there are 365 days in a year (2025 was not a leap year) plus 18 days in January 2026, totaling 383 days.'}"
125060451,smmap,384,"{'days_since_release': ""The last release for smmap was version 5.0.2, published on January 2, 2025 [669612]. Given today's date of January 21, 2026, the number of days elapsed is 384 (365 days for the full year 2025 to Jan 2, 2026, plus 19 days in January 2026).""}"
122223726,gitdb,384,"{'days_since_release': ""The latest release of 'gitdb' (version 4.0.12) was on January 2, 2025 [cc1dce]. Calculating from January 2, 2025, to the current date of January 21, 2026: one full year (365 days) brings us to January 2, 2026, plus an additional 19 days to reach January 21, totaling 384 days. Note: search snippets mention Jan 1, 2025, but the detailed query of the release history page specifies January 2, 2025.""}"
310954268,pyjwt,419,"{'days_since_release': ""The package 'PyJWT' version 2.10.1 was released on November 28, 2024 [d474b8]. From November 28, 2024 to November 28, 2025 is 365 days. From November 28, 2025 to January 21, 2026 is 54 days (2 days in November, 31 in December, and 21 in January). Total days: 365 + 54 = 419 days.""}"
261333589,tqdm,423,"{'days_since_release': 'The latest version of tqdm on PyPI is 4.67.1, released on November 24, 2024 [97b934]. From November 24, 2024 to January 21, 2026, there are 423 days (6 days in Nov 2024, 31 in Dec 2024, 365 in 2025, and 21 in Jan 2026).'}"
82883732,jedi,436,"{'days_since_release': ""The latest release of the 'jedi' package is version 0.19.2, which was published on November 11, 2024 [8c059e]. Calculated from November 11, 2024, to the current date of January 21, 2026: 2024 (50 days) + 2025 (365 days) + 2026 (21 days) = 436 days.""}"
107997356,blinker,439,"{'days_since_release': ""The last release of 'blinker' (version 1.9.0) was on November 8, 2024 [740cea]. Given today's date of 2026-01-21, the number of days since release is 439 (22 days in November 2024 + 31 days in December 2024 + 365 days in 2025 + 21 days in January 2026).""}"
139910011,async-timeout,441,"{'days_since_release': ""The latest release of 'async-timeout' (version 5.0.1) was on November 6, 2024, as recorded on PyPI. From November 6, 2024, to November 6, 2025, is 365 days. From November 6, 2025, to January 21, 2026, is an additional 76 days (24 in November + 31 in December + 21 in January), totaling 441 days. Source: https://pypi.org/project/async-timeout/""}"
61888478,watchdog,446,"{'days_since_release': ""The latest release of 'watchdog' is version 6.0.0, released on November 1, 2024 [3049ad]. Calculating the days from November 1, 2024, to January 21, 2026: November 2024 (29 days), December 2024 (31 days), all of 2025 (365 days), and January 2026 (21 days) equals 446 days.""}"
211281696,et-xmlfile,453,"{'days_since_release': ""The last release of et-xmlfile (version 2.0.0) was on October 25, 2024 [5c88d8]. Given today's date of January 21, 2026, the number of days since the release is calculated as 453 days (67 days in 2024 + 365 days in 2025 + 21 days in 2026).""}"
61905661,jsonpath-ng,467,"{'days_since_release': ""The 'jsonpath-ng' package's latest version (1.7.0) was released on Oct 11, 2024 [67b7ac]. Calculating the days from Oct 11, 2024 to Jan 21, 2026: 81 days remaining in 2024 (20 in Oct, 30 in Nov, 31 in Dec), 365 days in 2025, and 21 days in 2026, totaling 467 days.""}"
103592206,aliyun-python-sdk-core,469,"{'days_since_release': ""The package 'aliyun-python-sdk-core' was last released on October 9, 2024 [ab02f0]. As of the current date, January 21, 2026, the number of days since the last release is 469 days (22 days in Oct 2024 + 30 Nov + 31 Dec + 365 in 2025 + 21 in Jan 2026).""}"
171942233,isodate,470,"{'days_since_release': ""The package 'isodate' last released version 0.7.2 on October 8, 2024, as seen on its PyPI page (https://pypi.org/project/isodate/). Given today's date of January 21, 2026, the number of days since release is calculated as follows: From Oct 8, 2024 to Oct 8, 2025 is 365 days. From Oct 8, 2025 to Jan 8, 2026 is 92 days (Oct: 23, Nov: 30, Dec: 31, Jan: 8). From Jan 8, 2026 to Jan 21, 2026 is 13 days. Total: 365 + 92 + 13 = 470 days.""}"
111966845,pyproject-hooks,479,"{'days_since_release': ""The last release of 'pyproject-hooks' was version 1.2.0, published on September 29, 2024, according to the PyPI project page (https://pypi.org/project/pyproject-hooks/). Given today's date of January 21, 2026, the number of days elapsed is calculated as follows: 365 days (to Sep 29, 2025) + 2 days (remainder of Sep: 1) + 31 (Oct) + 30 (Nov) + 31 (Dec) + 21 (Jan) = 480. Let's re-calculate precisely: Sep 29, 2024 to Sep 29, 2025 is 365 days. Oct 2025 (31), Nov 2025 (30), Dec 2025 (31), Jan 21 2026 (21). Sep has 30 days, so Sep 30 is 1 day. Total = 365 + 1 + 31 + 30 + 31 + 21 = 479 days.""}"
70869558,gunicorn,529,"{'days_since_release': ""The last release of the 'gunicorn' package was version 23.0.0 on August 10, 2024 [75d0a2]. Based on today's date of January 21, 2026, the number of days since this release is 529 (143 days remaining in 2024 + 365 days in 2025 + 21 days in 2026).""}"
72713084,pure-eval,549,"{'days_since_release': ""The package 'pure-eval' was last released (version 0.2.3) on July 21, 2024 [8b4ce4]. Given today's date of January 21, 2026, the number of days since release is 549 (365 days for one year plus 184 days from July 21, 2025 to Jan 21, 2026).""}"
63463128,requests-aws4auth,549,"{'days_since_release': ""The last release of 'requests-aws4auth' on PyPI was version 1.3.1, released on July 21, 2024 [09c2f0]. From July 21, 2024, to January 21, 2026, the number of days is 549 (365 days for the first year to July 21, 2025, plus 184 days from July 21, 2025, to January 21, 2026).""}"
210323205,openpyxl,572,"{'days_since_release': ""The last release of openpyxl (version 3.1.5) was on June 28, 2024 [89949b]. Given today's date of January 21, 2026, the number of days since the release is calculated as 572 days (186 days in 2024 + 365 days in 2025 + 21 days in 2026).""}"
106016630,jsonpointer,590,"{'days_since_release': 'The latest release for jsonpointer (version 3.0.0) was on 2024-06-10 [859a0a]. Today is 2026-01-21. Days from 2024-06-10 to 2025-06-10 is 365 days. Days from 2025-06-10 to 2026-01-21: June (20), July (31), Aug (31), Sept (30), Oct (31), Nov (30), Dec (31), Jan (21). Sum = 20+31+31+30+31+30+31+21 = 225. Total days = 365 + 225 = 590.'}"
55641025,dataclasses-json,591,"{'days_since_release': ""The latest release of 'dataclasses-json' on PyPI was on 2024-06-09 [45fd61]. From 2024-06-09 to 2025-06-09 is 365 days. From 2025-06-09 to the end of 2025 is 205 days (21 in June, 31 in July, 31 in Aug, 30 in Sept, 31 in Oct, 30 in Nov, 31 in Dec). Adding 21 days in Jan 2026 gives 365 + 205 + 21 = 591 days.""}"
94170796,docker,608,"{'days_since_release': ""The last release of the 'docker' package was version 7.1.0 on May 23, 2024 [a6e9f3]. Based on today's date of January 21, 2026, the number of days since this release is 608 (222 days remaining in 2024 + 365 days in 2025 + 21 days in 2026).""}"
84572362,traitlets,642,"{'days_since_release': ""Today is 2026-01-21. The latest release of 'traitlets' on PyPI is version 5.14.3, which was released on April 19, 2024. The number of days from 2024-04-19 to 2025-04-19 is 365 days. From 2025-04-19 to 2026-01-19 is 9 months (April to Jan). Specifically: April (11), May (31), June (30), July (31), Aug (31), Sept (30), Oct (31), Nov (30), Dec (31), Jan (21). Calculation: (365) + 11 + 31 + 30 + 31 + 31 + 30 + 31 + 30 + 31 + 21 = 642 days. Source: PyPI project page and version history for traitlets.""}"
119181513,itsdangerous,645,"{'days_since_release': ""The latest release of the 'itsdangerous' package is version 2.2.0, which was released on April 16, 2024 [854e53]. Given today's date is January 21, 2026, the number of days since the release is calculated as follows: 259 days remaining in 2024 (from April 17 to December 31), 365 days in 2025, and 21 days in January 2026, totaling 645 days.""}"
104970349,jaraco-classes,661,"{'days_since_release': 'The last release for jaraco.classes (version 3.4.0) was on 2024-03-31 [8b2260]. From 2024-03-31 to 2026-01-21, the duration is 275 days remaining in 2024 (April through December), 365 days in 2025, and 21 days in 2026, totaling 661 days.'}"
264489783,requests-oauthlib,670,"{'days_since_release': ""The latest release of 'requests-oauthlib' was version 2.0.0 on 2024-03-22 [09027f]. Given today's date of 2026-01-21, the number of days is 670 (365 days from 2024-03-22 to 2025-03-22, plus 305 days from 2025-03-22 to 2026-01-21).""}"
184319505,sniffio,696,"{'days_since_release': ""The last release of sniffio (version 1.3.1) was on February 25, 2024 [a4d77e]. Given today's date of January 21, 2026: 2024 (leap year) had 366 days, so there were 310 days from Feb 26 to Dec 31 (366 - 56 days passed before Feb 26). 2025 had 365 days. 2026 has 21 days so far. Total: 310 + 365 + 21 = 696 days.""}"
60102733,future,700,"{'days_since_release': ""The 'future' package version 1.0.0 was released on February 21, 2024 [d45fd2]. Given today's date is January 21, 2026, the number of days elapsed is 700. This includes 366 days for the leap year period (Feb 21, 2024 to Feb 21, 2025) and 334 days from Feb 21, 2025 to Jan 21, 2026.""}"
81873998,nest-asyncio,731,"{'days_since_release': ""The last release of 'nest-asyncio' was version 1.6.0 on January 21, 2024 [73faf4]. Calculated from January 21, 2024, to the current date of January 21, 2026, the duration is exactly 2 years. Since 2024 was a leap year and the period includes February 29, 2024, the first year (2024-2025) was 366 days and the second year (2025-2026) was 365 days, totaling 731 days.""}"
127407450,distro,759,"{'days_since_release': ""The package 'distro' was last released on PyPI as version 1.9.0 on December 24, 2023. Based on today's date of January 21, 2026, the number of days since release is 759 days (7 days in December 2023 + 366 days in 2024 [leap year] + 365 days in 2025 + 21 days in January 2026). Sources: PyPI version history snippet for 'distro' showing version 1.9.0 released Dec 24, 2023; Release-Monitoring.org confirms 1.9.0 on 2023-12-24. Note: Some GitHub release tags for 1.9.0 mention January 14, 2024, but the PyPI upload date is December 24, 2023.""}"
156804546,pexpect,788,"{'days_since_release': ""The latest version of pexpect (4.9.0) was released on PyPI on November 25, 2023 [e44fed]. Given today's date of 2026-01-21, the number of days since release is calculated as follows: 366 days (from 2023-11-25 to 2024-11-25, including the 2024 leap day) + 365 days (from 2024-11-25 to 2025-11-25) + 57 days (from 2025-11-25 to 2026-01-21), totaling 788 days.""}"
167132903,shellingham,821,"{'days_since_release': 'The latest release of shellingham is version 1.5.4, released on October 23, 2023 (https://pypi.org/project/shellingham/). From October 23, 2023, to the current date of January 21, 2026, the number of days is 821 (8 days in October 2023, 30 in November 2023, 31 in December 2023, 366 days in the leap year 2024, 365 days in 2025, and 21 days in January 2026).'}"
101092910,cycler,837,"{'days_since_release': ""The latest release of the 'cycler' package (version 0.12.1) was on Oct 7, 2023, as found on PyPI [149834]. Calculated from Oct 7, 2023, to the current date of Jan 21, 2026: 2023 (85 days) + 2024 (366 days, leap year) + 2025 (365 days) + 2026 (21 days) = 837 days.""}"
72812189,stack-data,844,"{'days_since_release': 'The last release date for stack-data on PyPI was September 30, 2023 [5e3111]. Given the current date is January 21, 2026, the number of days since release is 844 days (366 days for the leap year from Sept 30, 2023 to Sept 30, 2024 + 365 days to Sept 30, 2025 + 113 days to Jan 21, 2026).'}"
100166454,defusedxml,845,"{'days_since_release': ""According to PyPI-specific data found in search snippets and verified by multiple sources, the latest version of 'defusedxml' is 0.8.0rc2, which was released on September 29, 2023. This is more recent than the stable 0.7.1 version (released March 8, 2021). Today's date is January 21, 2026. The number of days from September 29, 2023, to January 21, 2026, is calculated as follows: 2023 (93 days remaining) + 2024 (366 days, leap year) + 2025 (365 days) + 2026 (21 days) = 845 days. Sources: pypi.org snippet, deps.dev snippet.""}"
119906952,chardet,904,"{'days_since_release': ""The package 'chardet' was last released on August 1, 2023, as found on PyPI (https://pypi.org/project/chardet/). Given today's date is January 21, 2026, the number of days since release is 904 (366 days for 2024 + 365 days for 2025 + 153 days for the remainder of 2023 + 20 days in 2026).""}"
83392785,editables,912,"{'days_since_release': ""The last release of editables was version 0.5 on July 24, 2023 [e60259]. Given today's date of January 21, 2026, the number of days since the release is calculated as 160 days remaining in 2023 (July 24 to Dec 31), 366 days in 2024 (a leap year), 365 days in 2025, and 21 days in January 2026. Total: 160 + 366 + 365 + 21 = 912 days.""}"
86333788,jsonpatch,950,"{'days_since_release': ""The package 'jsonpatch' version 1.33 was released on June 16, 2023, as verified by PyPI data [0df311]. Today's date is 2026-01-21. The calculation for the number of days is as follows: From June 16, 2023, to June 16, 2024, is 366 days (including the leap day in February 2024). From June 16, 2024, to June 16, 2025, is 365 days. From June 16, 2025, to January 21, 2026, is 219 days (June: 14, July: 31, Aug: 31, Sept: 30, Oct: 31, Nov: 30, Dec: 31, Jan: 21). Total = 366 + 365 + 219 = 950 days. [0df311]""}"
68706316,typing-inspect,973,"{'days_since_release': ""The package 'typing-inspect' version 0.9.0 was released on May 24, 2023, as indicated in search snippets from PyPI. Today's date is 2026-01-21. The calculation for the number of days is as follows: From May 24, 2023, to May 24, 2024, is 366 days (including the leap day in February 2024). From May 24, 2024, to May 24, 2025, is 365 days. From May 24, 2025, to January 21, 2026, is 242 days (May: 7, June: 30, July: 31, Aug: 31, Sept: 30, Oct: 31, Nov: 30, Dec: 31, Jan: 21). Total = 366 + 365 + 242 = 973 days.""}"
183521473,requests-toolbelt,996,"{'days_since_release': ""The last release of 'requests-toolbelt' on PyPI was version 1.0.0, released on May 1, 2023 [fb7dc4]. Calculated as the difference between today's date (2026-01-21) and the release date (2023-05-01), which is 996 days. (365 days for 2025, 366 days for 2024, and 265 days from May 1, 2023 to Jan 21, 2024).""}"
61091126,installer,1041,"{'days_since_release': ""The latest version of 'installer' (0.7.0) was released on Mar 17, 2023, as confirmed by PyPI [8f99aa]. Calculating from Mar 17, 2023 to Jan 21, 2026: 366 days (2023-2024, including leap day) + 365 days (2024-2025) + 310 days (Mar 17, 2025 to Jan 21, 2026) = 1041 days.""}"
289484640,colorama,1185,"{'days_since_release': ""The latest version of 'colorama' (0.4.6) was released on October 24, 2022, as shown on its PyPI release history (https://pypi.org/project/colorama/). Today's date is January 21, 2026. The number of days between 2022-10-24 and 2026-01-21 is 1,185 days (7 days in Oct 2022 + 30 Nov + 31 Dec + 365 days in 2023 + 366 days in 2024 (leap year) + 365 days in 2025 + 21 days in Jan 2026: 7+30+31+365+366+365+21 = 1185).""}"
124247466,tabulate,1203,"{'days_since_release': ""The package 'tabulate' last released version 0.9.0 on October 6, 2022, as shown on its PyPI page (https://pypi.org/project/tabulate/). Given today's date of January 21, 2026: From Oct 6, 2022 to Oct 6, 2023 is 365 days. From Oct 6, 2023 to Oct 6, 2024 is 366 days (2024 was a leap year). From Oct 6, 2024 to Oct 6, 2025 is 365 days. Total for 3 years: 365+366+365 = 1096 days. From Oct 6, 2025 to Jan 6, 2026: Oct: 25, Nov: 30, Dec: 31, Jan: 6 = 92 days. From Jan 6, 2026 to Jan 21, 2026: 15 days. Total: 1096 + 92 + 15 = 1203 days.""}"
107524693,backoff,1204,"{'days_since_release': ""The latest release of the 'backoff' package (version 2.2.1) was on Oct 5, 2022, as found on PyPI [b8aeed]. Calculated from Oct 5, 2022, to the current date of Jan 21, 2026: 2022 (26 + 30 + 31 = 87 days) + 2023 (365 days) + 2024 (366 days, leap year) + 2025 (365 days) + 2026 (21 days) = 1204 days.""}"
241764532,mdurl,1256,"{'days_since_release': ""The package 'mdurl' was last released on August 14, 2022, according to its PyPI project page (https://pypi.org/project/mdurl/). Given today's date is January 21, 2026, the number of days elapsed is 1,256 (calculated as the difference between 2022-08-14 and 2026-01-21).""}"
66214492,msrest,1318,"{'days_since_release': ""The latest release of 'msrest' on PyPI is version 0.7.1, which was released on June 13, 2022 [3cd321]. As of today, January 21, 2026, the number of days since that release is 1,318 days (2022-06-13 to 2026-01-21).""}"
134860429,asn1crypto,1408,"{'days_since_release': ""The last release of 'asn1crypto' on PyPI was version 1.5.1 on March 15, 2022 [20b0c6]. Given today's date of January 21, 2026, the number of days is calculated as follows: 2022-03-15 to 2023-03-15 (365 days), to 2024-03-15 (365 days), to 2025-03-15 (366 days, 2024 was a leap year), to 2026-01-15 (306 days: Mar(16)+Apr(30)+May(31)+Jun(30)+Jul(31)+Aug(31)+Sep(30)+Oct(31)+Nov(30)+Dec(31)+Jan(15)), plus 6 days to Jan 21. Calculation: 365 + 365 + 366 + 306 + 6 = 1408 days.""}"
61197423,azure-common,1448,"{'days_since_release': ""The package 'azure-common' was last released (version 1.1.28) on February 3, 2022 [46dd67]. Given today's date of January 21, 2026, the number of days since release is 1,448 (365 + 365 + 366 + 352). This accounts for the leap day in 2024.""}"
70378533,mccabe,1459,"{'days_since_release': ""The package 'mccabe' was last released on January 23, 2022, according to its PyPI project page (https://pypi.org/project/mccabe/). Given today's date is January 21, 2026, the number of days elapsed is 1,459 (365 days in 2022 from Jan 23, 365 days in 2023, 366 days in 2024 due to the leap year, and 363 days in 2025/2026 until Jan 21).""}"
160483013,sortedcontainers,1711,"{'days_since_release': ""The package 'sortedcontainers' had its last release (version 2.4.0) on May 16, 2021, as found on PyPI [289b8a]. Calculating from May 16, 2021, to January 21, 2026: 4 full years (including leap year 2024) is 1,461 days. From May 16, 2025, to January 21, 2026, is 250 days (May: 15, Jun: 30, Jul: 31, Aug: 31, Sep: 30, Oct: 31, Nov: 30, Dec: 31, Jan: 21). Total = 1,461 + 250 = 1,711 days.""}"
157128182,ptyprocess,1850,"{'days_since_release': 'The latest release of ptyprocess on PyPI (version 0.7.0) was on December 28, 2020 [244a01]. From December 28, 2020, to January 21, 2026: 2021 (365 days) + 2022 (365 days) + 2023 (365 days) + 2024 (leap year, 366 days) + 2025 (365 days) + days in Jan 2026 (21) + days in Dec 2020 (3 days: 29, 30, 31). Calculation: 3 + 365 + 365 + 365 + 366 + 365 + 21 = 1850 days.'}"
85242898,toml,1907,"{'days_since_release': ""The last release of the 'toml' package was version 0.10.2, published on November 1, 2020 [8eb68a]. Calculating the duration between November 1, 2020, and the current date of January 21, 2026, results in 1,907 days.""}"
76302538,ply,2897,"{'days_since_release': ""The package 'ply' was last released on February 15, 2018 [c952aa]. To calculate the days until January 21, 2026: 2018 (319 days from Feb 15), 2019-2025 (7 years * 365 = 2555 + 2 leap days in 2020/2024 = 2557 days), and 2026 (21 days). Total: 319 + 2557 + 21 = 2897 days.""}"
74477814,webencodings,3213,"{'days_since_release': ""The package 'webencodings' last released version 0.5.1 on April 5, 2017 [7405ee]. Calculating the days until January 21, 2026: From 2017-04-05 to the end of 2017 is 270 days. The years 2018 through 2025 inclusive consist of 6 common years (365 days) and 2 leap years (2020, 2024, each 366 days), totaling 2922 days. From 2026-01-01 to 2026-01-21 is 21 days. Total: 270 + 2922 + 21 = 3213 days.""}"
