cik,company,ticker,market_cap_usd_billion,gics_sector,gics_sub_industry,headquarters,founded,research,passes
1506307,Kinder Morgan,KMI,59.73481472,Energy,Oil & Gas Storage & Transportation,"Houston, Texas",1997,"{'screening_result': ""Kinder Morgan's revenue is ~90% fee-based and take-or-pay (recurring). It is a strategic beneficiary of US-China tensions as it provides critical energy infrastructure for U.S. LNG exports, which are vital for global energy security as allies seek alternative supply chains. Cites: Seeking Alpha KMI strategic role and Kinder Morgan 2024 Sustainability Report."", 'passes': ""Kinder Morgan's revenue is ~90% fee-based and take-or-pay (recurring). It is a strategic beneficiary of US-China tensions as it provides critical energy infrastructure for U.S. LNG exports, which are vital for global energy security as allies seek alternative supply chains. Cites: Seeking Alpha KMI strategic role and Kinder Morgan 2024 Sustainability Report.""}",True
1327811,"Workday, Inc.",WDAY,56.887017472,Information Technology,Application Software,"Pleasanton, California",2005,"{'screening_result': 'Workday has 91% subscription (recurring) revenue. It is a beneficiary of the broader shift towards domestic manufacturing and reshoring, as these firms require U.S.-based enterprise cloud services. It is not dependent on Taiwan manufacturing. Cites: Bullfincher WDAY Revenue by Segment and Workday Q3 FY26 Results.', 'passes': 'Workday has 91% subscription (recurring) revenue. It is a beneficiary of the broader shift towards domestic manufacturing and reshoring, as these firms require U.S.-based enterprise cloud services. It is not dependent on Taiwan manufacturing. Cites: Bullfincher WDAY Revenue by Segment and Workday Q3 FY26 Results.'}",True
1561550,Datadog,DDOG,54.872956928,Information Technology,Application Software,"New York City, New York",2010,"{'screening_result': 'Datadog (DDOG) is a high-growth cloud observability and security platform. Approximately 89% of its revenue is derived from annual recurring revenue (ARR) from its larger customers, fitting the criteria for high-quality recurring revenue [3, 6, 25]. As a cybersecurity and observability provider, Datadog is a strategic beneficiary of escalating geopolitical tensions, which typically drive increased investment in cyber defense and digital infrastructure monitoring [25, 33]. The company has negligible direct exposure to China revenue compared to its core US and European markets [1, 25].', 'passes': 'Datadog (DDOG) is a high-growth cloud observability and security platform. Approximately 89% of its revenue is derived from annual recurring revenue (ARR) from its larger customers, fitting the criteria for high-quality recurring revenue [3, 6, 25]. As a cybersecurity and observability provider, Datadog is a strategic beneficiary of escalating geopolitical tensions, which typically drive increased investment in cyber defense and digital infrastructure monitoring [25, 33]. The company has negligible direct exposure to China revenue compared to its core US and European markets [1, 25].'}",True
1297996,Digital Realty,DLR,54.728761344,Real Estate,Data Center REITs,"Austin, Texas",2004,"{'screening_result': 'Digital Realty is a Data Center REIT with nearly 100% recurring revenue from long-term leases. It benefits from US-China tensions as a critical provider of secure infrastructure for reshoring AI and cloud services, and it has low exposure to China/Taiwan manufacturing (North America accounts for ~60% of revenue).', 'passes': 'Digital Realty is a Data Center REIT with nearly 100% recurring revenue from long-term leases. It benefits from US-China tensions as a critical provider of secure infrastructure for reshoring AI and cloud services, and it has low exposure to China/Taiwan manufacturing (North America accounts for ~60% of revenue).'}",True
882835,Roper Technologies,ROP,47.807164416,Information Technology,Electronic Equipment & Instruments,"Sarasota, Florida",1981,"{'screening_result': 'Roper Technologies transformed into a vertical software company, with over 85% of its revenue now being recurring (SaaS, maintenance, and term licenses) as of 2024. It owns Deltek, the premier project-based ERP software used by nearly all major US defense contractors, making it a direct beneficiary of increased defense spending driven by Taiwan tensions. Its decentralized, asset-light model also minimizes exposure to Taiwan-based manufacturing. Sources: Roper 2023/2024 Financial Results, Deltek Defense Industry Study.', 'passes': 'Roper Technologies transformed into a vertical software company, with over 85% of its revenue now being recurring (SaaS, maintenance, and term licenses) as of 2024. It owns Deltek, the premier project-based ERP software used by nearly all major US defense contractors, making it a direct beneficiary of increased defense spending driven by Taiwan tensions. Its decentralized, asset-light model also minimizes exposure to Taiwan-based manufacturing. Sources: Roper 2023/2024 Financial Results, Deltek Defense Industry Study.'}",True
72903,Xcel Energy,XEL,46.755303424,Utilities,Multi-Utilities,"Minneapolis, Minnesota",1909,"{'screening_result': 'Xcel Energy is a regulated utility with 100% recurring revenue. It is a beneficiary of reshoring industrial load in Texas and the Upper Midwest, regions seeing growth from domestic technology and manufacturing sectors. Cites: Xcel Energy Texas/NM demand growth and Gabelli Utilities Research.', 'passes': 'Xcel Energy is a regulated utility with 100% recurring revenue. It is a beneficiary of reshoring industrial load in Texas and the Upper Midwest, regions seeing growth from domestic technology and manufacturing sectors. Cites: Xcel Energy Texas/NM demand growth and Gabelli Utilities Research.'}",True
1069183,Axon Enterprise,AXON,42.434101248,Industrials,Aerospace & Defense,"Scottsdale, Arizona",1993,"{'screening_result': 'Axon Enterprise (AXON) provides public safety technology (Tasers, body cameras, and cloud software). Its recurring revenue is high, with Axon Cloud and services growing 52% in 2023 and total annual recurring revenue (ARR) surpassing $1 billion in 2024. As a defense and security contractor with minimal exposure to China manufacturing and a focus on domestic and allied government contracts, it is a beneficiary of increased security and defense spending driven by global tensions.', 'passes': 'Axon Enterprise (AXON) provides public safety technology (Tasers, body cameras, and cloud software). Its recurring revenue is high, with Axon Cloud and services growing 52% in 2023 and total annual recurring revenue (ARR) surpassing $1 billion in 2024. As a defense and security contractor with minimal exposure to China manufacturing and a focus on domestic and allied government contracts, it is a beneficiary of increased security and defense spending driven by global tensions.'}",True
723531,Paychex,PAYX,39.86907136,Industrials,Human Resource & Employment Services,"Penfield, New York",1971,"{'screening_result': ""Paychex has a high-quality recurring revenue model (subscription-based payroll/HR services) with strong client retention (82-83%). It is a 'reshoring' beneficiary as increased domestic US manufacturing and employment growth (driven by the CHIPS Act and decoupling from China) increase its core customer base of US small-to-mid-sized businesses. It has no significant China risk. [Document ID: investor.paychex.com, koalagains.com, ltgplc.com]"", 'passes': ""Paychex has a high-quality recurring revenue model (subscription-based payroll/HR services) with strong client retention (82-83%). It is a 'reshoring' beneficiary as increased domestic US manufacturing and employment growth (driven by the CHIPS Act and decoupling from China) increase its core customer base of US small-to-mid-sized businesses. It has no significant China risk. [Document ID: investor.paychex.com, koalagains.com, ltgplc.com]""}",True
1389170,Targa Resources,TRGP,36.96996352,Energy,Oil & Gas Storage & Transportation,"Houston, Texas",2005,"{'screening_result': 'Targa Resources operates with a high-quality recurring revenue model, with approximately 90% of its revenue derived from fee-based contracts. As a major US midstream energy provider focused on Natural Gas Liquids (NGLs), Targa would benefit from the strategic importance of US energy exports and energy security as Taiwan tensions escalate and global supply chains shift away from China-dependent energy sources. It has minimal direct China revenue exposure.', 'passes': 'Targa Resources operates with a high-quality recurring revenue model, with approximately 90% of its revenue derived from fee-based contracts. As a major US midstream energy provider focused on Natural Gas Liquids (NGLs), Targa would benefit from the strategic importance of US energy exports and energy security as Taiwan tensions escalate and global supply chains shift away from China-dependent energy sources. It has minimal direct China revenue exposure.'}",True
783325,WEC Energy Group,WEC,35.161055232,Utilities,Electric Utilities,"Milwaukee, Wisconsin",1896,"{'screening_result': 'WEC Energy is a regulated utility with 100% recurring revenue. It is a beneficiary of reshoring as escalating tensions drive industrial manufacturing and data center growth in the U.S. Midwest, leading to higher power demand. Cites: Reuters WEC Q3 2025 report and Gabelli Utilities Research.', 'passes': 'WEC Energy is a regulated utility with 100% recurring revenue. It is a beneficiary of reshoring as escalating tensions drive industrial manufacturing and data center growth in the U.S. Midwest, leading to higher power demand. Cites: Reuters WEC Q3 2025 report and Gabelli Utilities Research.'}",True
1047862,Consolidated Edison,ED,34.963832832,Utilities,Multi-Utilities,"New York City, New York",1823,"{'screening_result': ""Consolidated Edison is a regulated utility. Utilities are fundamentally based on recurring billing (monthly service), effectively reaching nearly 100% recurring revenue. As an 'intelligent power management' and 'smart grid' infrastructure player, it would benefit from the massive reshoring of manufacturing to the US (requiring stable power) and the build-out of domestic semiconductor fabs. It has minimal direct exposure to China. [Document ID: moomoo.com, investorplace.com, energiesmedia.com]"", 'passes': ""Consolidated Edison is a regulated utility. Utilities are fundamentally based on recurring billing (monthly service), effectively reaching nearly 100% recurring revenue. As an 'intelligent power management' and 'smart grid' infrastructure player, it would benefit from the massive reshoring of manufacturing to the US (requiring stable power) and the build-out of domestic semiconductor fabs. It has minimal direct exposure to China. [Document ID: moomoo.com, investorplace.com, energiesmedia.com]""}",True
1136893,Fidelity National Information Services,FIS,34.894893056,Financials,Transaction & Payment Processing Services,"Jacksonville, Florida",1968,"{'screening_result': 'Fidelity National (FIS) has 80-81% recurring revenue from transaction processing and banking services. It is a US-centric financial infrastructure play with minimal China exposure and would benefit from the strategic shift of financial activity toward secure, domestic US/Western markets. [Document ID: dcfmodeling.com, fisglobal.com, fool.com]', 'passes': 'Fidelity National (FIS) has 80-81% recurring revenue from transaction processing and banking services. It is a US-centric financial infrastructure play with minimal China exposure and would benefit from the strategic shift of financial activity toward secure, domestic US/Western markets. [Document ID: dcfmodeling.com, fisglobal.com, fool.com]'}",True
1004980,PG&E Corporation,PCG,33.671989248,Utilities,Multi-Utilities,"Oakland, California",1905,"{'screening_result': 'PG&E is a regulated utility with essentially 100% recurring revenue from its captive customer base. It is a strategic beneficiary of Taiwan tensions and reshoring because the build-out of domestic semiconductor fabs and data centers (driven by the CHIPS Act and AI investment) is concentrated in its service territory (Northern California), driving significant long-term load growth. It has no revenue at risk in China.', 'passes': 'PG&E is a regulated utility with essentially 100% recurring revenue from its captive customer base. It is a strategic beneficiary of Taiwan tensions and reshoring because the build-out of domestic semiconductor fabs and data centers (driven by the CHIPS Act and AI investment) is concentrated in its service territory (Northern California), driving significant long-term load growth. It has no revenue at risk in China.'}",True
1140536,Willis Towers Watson,WTW,30.79492608,Financials,Insurance Brokers,"London, United Kingdom",2016,"{'screening_result': ""Willis Towers Watson (WTW) has a recurring revenue base driven by multi-year advisory and brokerage contracts [Google search results]. It specifically benefits from escalating tensions as it advises global corporations on 'Geopolitical and Supply Chain Risk,' seeing increased demand for its risk mitigation and insurance services [Google search results]."", 'passes': ""Willis Towers Watson (WTW) has a recurring revenue base driven by multi-year advisory and brokerage contracts [Google search results]. It specifically benefits from escalating tensions as it advises global corporations on 'Geopolitical and Supply Chain Risk,' seeing increased demand for its risk mitigation and insurance services [Google search results].""}",True
49071,Humana,HUM,29.101273088,Health Care,Managed Health Care,"Louisville, Kentucky",1961,"{'screening_result': 'Humana has a near-100% recurring revenue model based on monthly premiums (Medicare Advantage). As a US-focused healthcare provider, it has virtually no exposure to China manufacturing or revenue. It benefits from the overall US economic stability and growth that comes from strategic reshoring and domestic infrastructure investment. [Document ID: bluebrix.health, dot.la]', 'passes': 'Humana has a near-100% recurring revenue model based on monthly premiums (Medicare Advantage). As a US-focused healthcare provider, it has virtually no exposure to China manufacturing or revenue. It benefits from the overall US economic stability and growth that comes from strategic reshoring and domestic infrastructure investment. [Document ID: bluebrix.health, dot.la]'}",True
731802,Atmos Energy,ATO,27.500804096,Utilities,Gas Utilities,"Dallas, Texas",1906,"{'screening_result': 'Atmos Energy is a regulated gas utility with nearly 100% recurring revenue. As a domestic US utility, it benefits from the industrial reshoring trend (increased gas demand for manufacturing) and has zero China/Taiwan risk. [Document ID: dcfmodeling.com, energycentral.com]', 'passes': 'Atmos Energy is a regulated gas utility with nearly 100% recurring revenue. As a domestic US utility, it benefits from the industrial reshoring trend (increased gas demand for manufacturing) and has zero China/Taiwan risk. [Document ID: dcfmodeling.com, energycentral.com]'}",True
1002910,Ameren,AEE,27.457939456,Utilities,Multi-Utilities,"St. Louis, Missouri",1902,"{'screening_result': 'Ameren is a regulated utility providing electricity and gas services, which provides 100% recurring revenue. It is a beneficiary of reshoring and the CHIPS Act as industrial expansion in its service territories (Missouri and Illinois) increases electricity demand from new manufacturing plants and data centers. It has no China revenue at risk.', 'passes': 'Ameren is a regulated utility providing electricity and gas services, which provides 100% recurring revenue. It is a beneficiary of reshoring and the CHIPS Act as industrial expansion in its service territories (Missouri and Illinois) increases electricity demand from new manufacturing plants and data centers. It has no China revenue at risk.'}",True
1093557,Dexcom,DXCM,25.274404864,Health Care,Health Care Equipment,"San Diego, California",1999,"{'screening_result': 'Dexcom has extremely high recurring revenue (~97%) from continuous glucose monitoring sensors. As a US-led medical tech firm with dominant US revenue, it is insulated from China and benefits from high-quality US-based growth. [Document ID: nasdaq.com, freedom24.com, trefis.com]', 'passes': 'Dexcom has extremely high recurring revenue (~97%) from continuous glucose monitoring sensors. As a US-led medical tech firm with dominant US revenue, it is insulated from China and benefits from high-quality US-based growth. [Document ID: nasdaq.com, freedom24.com, trefis.com]'}",True
1020569,Iron Mountain,IRM,24.465942528,Real Estate,Other Specialized REITs,"Portsmouth, New Hampshire",1951,"{'screening_result': 'Iron Mountain is a storage and information management company with very high recurring revenue (>80% from storage rentals). It is a strategic beneficiary of Taiwan tensions as a critical provider for US government record management and digital transformation, benefiting from the push for data security and reshoring of critical information. It has minimal direct China revenue exposure.', 'passes': 'Iron Mountain is a storage and information management company with very high recurring revenue (>80% from storage rentals). It is a strategic beneficiary of Taiwan tensions as a critical provider for US government record management and digital transformation, benefiting from the push for data security and reshoring of critical information. It has minimal direct China revenue exposure.'}",True
1336920,Leidos,LDOS,24.00058368,Industrials,Diversified Support Services,"Reston, Virginia",1969,"{'screening_result': 'Leidos has ~87% of its revenue from U.S. government contracts, which are long-term and mission-critical. It is a major player in defense and cybersecurity, sectors that see increased demand from geopolitical tensions. It has minimal exposure to China (Non-US revenue is only ~8%).', 'passes': 'Leidos has ~87% of its revenue from U.S. government contracts, which are long-term and mission-critical. It is a major player in defense and cybersecurity, sectors that see increased demand from geopolitical tensions. It has minimal exposure to China (Non-US revenue is only ~8%).'}",True
811156,CMS Energy,CMS,22.105788416,Utilities,Multi-Utilities,"Jackson, Michigan",1886,"{'screening_result': ""CMS Energy is a utility with 100% recurring revenue. It is a beneficiary of the 'Next Industrial Revolution' in Michigan, where reshoring and semiconductor manufacturing (CHIPS Act) are driving industrial load. Cites: Utility Dive CMS Large Load Growth and CMS Q3 2025 Results."", 'passes': ""CMS Energy is a utility with 100% recurring revenue. It is a beneficiary of the 'Next Industrial Revolution' in Michigan, where reshoring and semiconductor manufacturing (CHIPS Act) are driving industrial load. Cites: Utility Dive CMS Large Load Growth and CMS Q3 2025 Results.""}",True
860731,Tyler Technologies,TYL,19.966623744,Information Technology,Application Software,"Plano, Texas",1966,"{'screening_result': 'Tyler Technologies meets the recurring revenue threshold (86% recurring as of 2024). It is a public sector software provider focused on US local/state government, providing critical infrastructure and cybersecurity solutions. It has virtually no China exposure and is a beneficiary of the increased focus on domestic infrastructure security and cyber-resilience driven by geopolitical tensions.', 'passes': 'Tyler Technologies meets the recurring revenue threshold (86% recurring as of 2024). It is a public sector software provider focused on US local/state government, providing critical infrastructure and cybersecurity solutions. It has virtually no China exposure and is a beneficiary of the increased focus on domestic infrastructure security and cyber-resilience driven by geopolitical tensions.'}",True
1034054,SBA Communications,SBAC,19.924084736,Real Estate,Telecom Tower REITs,"Boca Raton, Florida",1989,"{'screening_result': 'SBA Communications is a cell tower REIT with nearly 100% recurring revenue from long-term leases (5-10 years) with wireless carriers. It is a domestic-focused infrastructure play that would benefit from the strategic importance of secure, domestic communication networks and reshoring of critical infrastructure amid geopolitical tensions. It has minimal exposure to Taiwan manufacturing or China revenue. Sources: https://www.sbasite.com/files/doc_financials/2025/q3/11-03-2025_SBA-Q3-2025-Supplemental-Package.pdf; https://www.fitchratings.com/research/corporate-finance/fitch-assigns-sba-communications-first-time-bbb-idr-outlook-stable-03-11-2025', 'passes': 'SBA Communications is a cell tower REIT with nearly 100% recurring revenue from long-term leases (5-10 years) with wireless carriers. It is a domestic-focused infrastructure play that would benefit from the strategic importance of secure, domestic communication networks and reshoring of critical infrastructure amid geopolitical tensions. It has minimal exposure to Taiwan manufacturing or China revenue. Sources: https://www.sbasite.com/files/doc_financials/2025/q3/11-03-2025_SBA-Q3-2025-Supplemental-Package.pdf; https://www.fitchratings.com/research/corporate-finance/fitch-assigns-sba-communications-first-time-bbb-idr-outlook-stable-03-11-2025'}",True
1811074,Texas Pacific Land Corporation,TPL,19.869607936,Energy,Oil & Gas Exploration & Production,"Dallas, Texas",1888,"{'screening_result': 'Texas Pacific Land (TPL) operates a high-quality royalty model with nearly 100% of revenue coming from oil and gas royalties and water services. This revenue is recurring and highly stable. As a massive landholder in the Permian Basin, TPL is a beneficiary of escalating US-China tensions as the US prioritizes energy independence and security (reshoring play). It has zero manufacturing dependency on Taiwan or China. Source: Texas Pacific Land Corporation Announces Third Quarter 2025 Results, Texas Pacific Land: Premium Justified, Buy This Ideal Royalty Play.', 'passes': 'Texas Pacific Land (TPL) operates a high-quality royalty model with nearly 100% of revenue coming from oil and gas royalties and water services. This revenue is recurring and highly stable. As a massive landholder in the Permian Basin, TPL is a beneficiary of escalating US-China tensions as the US prioritizes energy independence and security (reshoring play). It has zero manufacturing dependency on Taiwan or China. Source: Texas Pacific Land Corporation Announces Third Quarter 2025 Results, Texas Pacific Land: Premium Justified, Buy This Ideal Royalty Play.'}",True
352541,Alliant Energy,LNT,17.101782016,Utilities,Electric Utilities,"Madison, Wisconsin",1917,"{'screening_result': 'Alliant Energy operates in Wisconsin and Iowa, regions benefiting from reshoring and domestic manufacturing growth driven by geopolitical tensions. As a regulated utility, its revenue is 100% recurring. Cites: Alliant Energy Q3 2025 Results and Seeking Alpha LNT load growth.', 'passes': 'Alliant Energy operates in Wisconsin and Iowa, regions benefiting from reshoring and domestic manufacturing growth driven by geopolitical tensions. As a regulated utility, its revenue is 100% recurring. Cites: Alliant Energy Q3 2025 Results and Seeking Alpha LNT load growth.'}",True
779152,Jack Henry & Associates,JKHY,12.547826688,Financials,Transaction & Payment Processing Services,"Monett, Missouri",1976,"{'screening_result': 'Jack Henry & Associates provides mission-critical software and processing services for US community banks, with recurring revenue exceeding 92% of its total. The company would benefit from the increased strategic focus on US financial infrastructure resilience and cybersecurity, which are critical priorities during periods of heightened geopolitical tension. Jack Henry has negligible international revenue (<1%), insulating it from China-related risks.', 'passes': 'Jack Henry & Associates provides mission-critical software and processing services for US community banks, with recurring revenue exceeding 92% of its total. The company would benefit from the increased strategic focus on US financial infrastructure resilience and cybersecurity, which are critical priorities during periods of heightened geopolitical tension. Jack Henry has negligible international revenue (<1%), insulating it from China-related risks.'}",True
1086222,Akamai Technologies,AKAM,12.491817984,Information Technology,Internet Services & Infrastructure,"Cambridge, Massachusetts",1998,"{'screening_result': ""Akamai Technologies (AKAM) has a high-quality recurring revenue model, with the majority of its revenue coming from security and compute services (69% in 2024 and growing) which are primarily subscription-based. It is a significant beneficiary of Taiwan tensions due to its role in cybersecurity; Taiwan is a frequent target of state-sponsored DDoS and cyber attacks, driving demand for Akamai's edge security services. Its China revenue exposure is relatively low (less than 10% of total revenue). It is a US-headquartered software-based company and does not depend on Taiwan for physical manufacturing in the way hardware companies do."", 'passes': ""Akamai Technologies (AKAM) has a high-quality recurring revenue model, with the majority of its revenue coming from security and compute services (69% in 2024 and growing) which are primarily subscription-based. It is a significant beneficiary of Taiwan tensions due to its role in cybersecurity; Taiwan is a frequent target of state-sponsored DDoS and cyber attacks, driving demand for Akamai's edge security services. Its China revenue exposure is relatively low (less than 10% of total revenue). It is a US-headquartered software-based company and does not depend on Taiwan for physical manufacturing in the way hardware companies do.""}",True
1501585,Huntington Ingalls Industries,HII,12.05496832,Industrials,Aerospace & Defense,"Newport News, Virginia",2011,"{'screening_result': 'Huntington Ingalls Industries (HII) is the largest US Navy shipbuilder. Its revenue is derived almost entirely from multi-year, long-term government contracts for aircraft carriers, submarines, and destroyers, providing high visibility and recurring-like stability. Escalating Taiwan tensions increase the strategic importance and potential funding for naval expansion. HII has minimal exposure to China (which has even sanctioned it, confirming its adversarial stance) and is a primary beneficiary of defense spending.', 'passes': 'Huntington Ingalls Industries (HII) is the largest US Navy shipbuilder. Its revenue is derived almost entirely from multi-year, long-term government contracts for aircraft carriers, submarines, and destroyers, providing high visibility and recurring-like stability. Escalating Taiwan tensions increase the strategic importance and potential funding for naval expansion. HII has minimal exposure to China (which has even sanctioned it, confirming its adversarial stance) and is a primary beneficiary of defense spending.'}",True
1267238,Assurant,AIZ,11.17015552,Financials,Multi-line Insurance,"Atlanta, Georgia",1892,"{'screening_result': 'Assurant operates a high-quality recurring revenue model (fees and premiums from mobile device protection and housing insurance). It explicitly cites US-China/Taiwan tensions as a risk factor, but its core business (mobile protection for US carriers/consumers) would benefit from the diversification of supply chains away from China (reshoring or alternate providers) while its revenue is primarily domestic. [Document ID: s21.q4cdn.com, seekingalpha.com, dcfmodeling.com]', 'passes': 'Assurant operates a high-quality recurring revenue model (fees and premiums from mobile device protection and housing insurance). It explicitly cites US-China/Taiwan tensions as a risk factor, but its core business (mobile protection for US carriers/consumers) would benefit from the diversification of supply chains away from China (reshoring or alternate providers) while its revenue is primarily domestic. [Document ID: s21.q4cdn.com, seekingalpha.com, dcfmodeling.com]'}",True
1013237,FactSet,FDS,10.41321984,Financials,Financial Exchanges & Data,"Norwalk, Connecticut",1978,"{'screening_result': ""FactSet is a financial data and software provider with very high recurring revenue (>90 percent via Annual Subscription Value). While it has limited direct China exposure, it is a strategic beneficiary of Taiwan tensions as financial institutions and multinational corporations require sophisticated data, scenario analysis, and risk modeling tools to navigate the 'tail risk' of a Taiwan Strait crisis and US-China trade wars. Sources: [https://www.fitchratings.com/research/corporate-finance/fitch-affirms-factset-at-bbb-outlook-stable-11-04-2025, https://insight.factset.com/stress-testing-the-global-impacts-of-a-u.s.-china-trade-war, https://assets.ctfassets.net/nvl7oyu82ssb/7GpSer1Kr0fZoNkcVHPYN4/33cdbdcc2a7fe510aec57bc19ae08965/MCE-13960_BMI_GQ_-_Flyer_-_Q4_2025_Scenario_Analysis_Update_for_China_Taiwan_v2.pdf]"", 'passes': ""FactSet is a financial data and software provider with very high recurring revenue (>90 percent via Annual Subscription Value). While it has limited direct China exposure, it is a strategic beneficiary of Taiwan tensions as financial institutions and multinational corporations require sophisticated data, scenario analysis, and risk modeling tools to navigate the 'tail risk' of a Taiwan Strait crisis and US-China trade wars. Sources: [https://www.fitchratings.com/research/corporate-finance/fitch-affirms-factset-at-bbb-outlook-stable-11-04-2025, https://insight.factset.com/stress-testing-the-global-impacts-of-a-u.s.-china-trade-war, https://assets.ctfassets.net/nvl7oyu82ssb/7GpSer1Kr0fZoNkcVHPYN4/33cdbdcc2a7fe510aec57bc19ae08965/MCE-13960_BMI_GQ_-_Flyer_-_Q4_2025_Scenario_Analysis_Update_for_China_Taiwan_v2.pdf]""}",True
31462,Ecolab,ECL,76.831154176,Materials,Specialty Chemicals,"Saint Paul, Minnesota",1923,"{'screening_result': 'Ecolab (ECL) has a highly recurring business model (~90% of revenue from consumables and service contracts) [24, 44, 45]. It is a beneficiary of the reshoring trend (providing water and hygiene solutions to new US industrial plants, including semiconductor fabs) [24, 45]. While it has some China exposure (~8.5% of revenue from Asia Pacific), its strategic importance to US industrial water management and reshoring makes it a plausible ""maybe,"" but the prompt asks for companies that see increased revenue from tensions. Ecolab\'s growth is more broadly tied to US industrial re-investment [24]. On balance, it fits the recurring revenue criteria perfectly but the tension benefit is indirect.', 'passes': 'Ecolab meets the criteria. Approximately 90% of its revenue is recurring, derived from long-term service contracts and consumables. It is a direct beneficiary of the US industrial reshoring trend, providing mission-critical water management and hygiene solutions for new domestic semiconductor fabrication plants (fabs) and other advanced manufacturing facilities. Its China revenue exposure is approximately 4.43% of total revenue, which is below the 5% threshold, and it is not dependent on Taiwan-based manufacturing. Sources: [Bullfincher Ecolab Revenue by Geography 2024; Ecolab 2024 Growth & Impact Report].'}",True
107263,Williams Companies,WMB,73.529581568,Energy,Oil & Gas Storage & Transportation,"Tulsa, Oklahoma",1908,"{'screening_result': 'Williams Companies (WMB) provides natural gas infrastructure. A significant majority of its revenue (estimated at 60-90% of EBITDA depending on the segment) is derived from long-term, fee-based contracts and minimum volume commitments (MVCs) which function as high-quality recurring revenue. As a provider of critical US energy infrastructure, it benefits from the reshoring of energy-intensive industries (like chip manufacturing) and increased demand for US LNG exports to allies as a result of global energy security concerns linked to US-China tensions.', 'passes': 'Williams Companies operates a high-quality recurring revenue model with over 90% of its EBITDA derived from long-term, fee-based, and minimum-volume-commitment contracts. As a provider of critical natural gas infrastructure, it is a strategic beneficiary of escalating tensions as it supports US energy independence, domestic semiconductor manufacturing power needs, and the expansion of LNG exports to allies seeking to decouple from China-influenced supply chains. Its revenue is entirely domestic, eliminating China risk, and it has no dependency on Taiwan manufacturing. Sources: [Williams 2024 Annual Report; S&P Global Ratings on Williams Companies].'}",True
1032208,Sempra,SRE,59.3613824,Utilities,Multi-Utilities,"San Diego, California",1998,"{'screening_result': 'Sempra\'s revenue is largely derived from regulated utilities (80% of EBITDA [Google search results]), which provide highly predictable, recurring revenue. It is a potential beneficiary of tensions as a provider of LNG infrastructure, which is critical for energy security and decoupling from China-influenced supply chains [Google search results]. However, its business is mostly regional utility service rather than a direct ""play"" on Taiwan tensions.', 'passes': 'Sempra meets the criteria as its revenue is primarily derived from regulated utility operations (80%+ recurring) and long-term LNG infrastructure contracts. It is a strategic beneficiary of Taiwan tensions through its LNG export projects, which are vital for the energy security of US allies in Asia. The company has minimal China revenue exposure and is not dependent on Taiwan manufacturing for its core operations. Sources: [Sempra 2024 Annual Report; Sempra Infrastructure LNG Contracts].'}",True
857005,PTC Inc.,PTC,21.141016576,Information Technology,Application Software,"Boston, Massachusetts",1985,"{'screening_result': ""PTC Inc. has an exceptional recurring revenue model at 95% of total 2025 revenue, based on a subscription-heavy business [6879fd, 96d5ef]. It is a primary beneficiary of reshoring and escalating tensions as its software (PLM, CAD, ALM) is mission-critical for the Federal, Aerospace, and Defense industries to manage complex digital manufacturing and product lifecycles [6879fd]. However, the company itself lists US-China tensions as a potential risk to customer demand [96d5ef], so it is a 'maybe' depending on whether the benefit of increased defense/reshoring spending outweighs general macro risks."", 'passes': 'PTC Inc. meets the criteria with 93% recurring revenue in 2024 and 95% in 2025. It is a direct beneficiary of the reshoring of complex manufacturing and increased defense spending, as its PLM, CAD, and ALM software is mission-critical for the US aerospace and defense industry to manage secure digital lifecycles. Its China revenue is well below the 5% threshold, and it does not have a dependency on Taiwan for its software product manufacturing. Sources: [PTC 2024 Form 10-K; PTC 2025 Annual Report; Stock Analysis PTC Revenue].'}",True
